Name,H,B,C,D,E,F,G
Psarisomus_dalhousiae,1,1,0,0,0,1,0
Corydon_sumatranus,0,0,0,0,0,1,0
Cymbirhynchus_macrorhynchos,0,0,0,0,0,1,0
Serilophus_lunatus,0,0,0,0,0,1,0
Eurylaimus_javanicus,0,0,0,0,0,1,0
Eurylaimus_ochromalus,0,0,0,0,0,1,0
Eurylaimus_steerii,0,0,0,0,0,1,0
Pseudocalyptomena_graueri,0,0,0,0,0,0,1
